Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance
"Monte Carlo, Monaco - Nice, France",NCE,MCM,43.7,7.21,43.73,7.42,17.209633498438492
"Monte Carlo, Monaco - Nice, France",NCE,MCM,43.7,7.21,43.73,7.42,17.209633498438492
"New York, United States Of America - Seoul, Republic Of Korea",ICN,LGA,40.6,-73.79,40.77,-73.88,20.37592820030284
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LCY,51.5,-0.45,51.5,0.05,34.621032323732926
"Guernsey -channel Isl., United Kingdom - Jersey-channel Islands, United Kingdom",GCI,JER,49.4,-2.6,49.21,-2.19,36.48042530575932
"Bahrain, Bahrain - Dammam, Saudi Arabia",BAH,DMM,26.3,50.63,26.47,49.8,84.83746491728888
"Belfast-city, United Kingdom - Isle Of Man, United Kingdom",IOM,BHD,54.1,-4.63,54.61,-5.87,98.37702578287872
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,123.237424712192
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,123.237424712192
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,123.237424712192
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,123.237424712192
"Bombay, India - Poona, India",BOM,PNQ,19.1,72.86,18.58,73.91,124.75196097046584
"Ithaca, United States Of America - Newark, United States Of America",ITH,EWR,40.0,-75.36,40.69,-74.18,126.08212295245988
"Gothenburg, Sweden - Stockholm, Sweden",ARN,GOT,60.7,15.85,59.56,16.49,131.66350034514517
"Mahon - Menorca, Spain - Palma - Mallorca Island, Spain",MAH,PMI,39.9,4.23,39.54,2.73,134.43305591202738
"Dublin, Republic Of Ireland - Isle Of Man, United Kingdom",IOM,DUB,54.1,-4.63,53.34,-6.25,136.06442871396655
"Ibiza, Spain - Palma - Mallorca Island, Spain",IBZ,PMI,38.9,1.37,39.54,2.73,137.1184126932528
"Isle Of Man, United Kingdom - Liverpool, United Kingdom",IOM,LPL,54.1,-4.63,53.34,-2.85,144.46351159222579
"London, Canada - Toronto, Canada",YYZ,YXU,43.7,-79.61,43.03,-81.15,145.1219633553874
"Newark, United States Of America - Seattle, United States Of America",SEA,EWR,39.9,-75.59,40.69,-74.18,148.42382731633674
"Newark, United States Of America - Seattle, United States Of America",EWR,SEA,40.7,-74.18,39.9,-75.59,149.07787417359913
"Ithaca, United States Of America - New York, United States Of America",LGA,ITH,40.8,-73.88,40.03,-75.36,151.80103165346912
"Bergen, Norway - Stavanger, Norway",BGO,SVG,60.3,5.23,58.88,5.63,159.54310012866995
"London, United Kingdom - Lugano, Switzerland",LCY,LUG,47.5,8.57,46.0,8.91,168.84445783263612
"Belfast-city, United Kingdom - Glasgow, United Kingdom",GLA,BHD,55.9,-4.43,54.61,-5.87,170.05458002382687
"Berlin, Germany - Munich, Germany",MUC,BER,48.3,11.77,47.81,9.6,170.2851506946239
"New York, United States Of America - Seattle, United States Of America",JFK,SEA,40.6,-73.79,39.9,-75.59,171.49744376374838
"Belfast, United Kingdom - Glasgow, United Kingdom",BFS,GLA,54.7,-6.22,55.86,-4.43,171.76690938732713
"Frankfurt, Germany - Luxembourg, Luxembourg",FRA,LUX,50.1,8.56,49.63,6.21,176.40464026146662
"Frankfurt, Germany - Luxembourg, Luxembourg",FRA,LUX,50.1,8.56,49.63,6.21,176.40464026146662
"Luxembourg, Luxembourg - New York, United States Of America",JFK,LUX,50.1,8.56,49.63,6.21,176.40464026146662
"Bukoba, United Rep. Of Tanzania - Mwanza, United Rep. Of Tanzania",BKZ,MWZ,-1.3,31.81,-2.45,32.93,178.50620496841867
"Guernsey -channel Isl., United Kingdom - Southampton, United Kingdom",SOU,GCI,51.0,-1.36,49.43,-2.6,195.66009367289
"Glasgow, United Kingdom - Isle Of Man, United Kingdom",IOM,GLA,54.1,-4.63,55.86,-4.43,196.18008220372752
"Jersey-channel Islands, United Kingdom - Southampton, United Kingdom",JER,SOU,49.2,-2.19,50.95,-1.36,203.46638152035163
"Amman, Jordan - Beirut, Lebanon",BEY,AMM,33.8,35.49,31.95,35.94,210.02440277523735
"Lagos, Nigeria - Manchester, United Kingdom",LOS,MAN,51.5,-0.45,53.37,0.1,211.3154330469629
"London, United Kingdom - Manchester, United Kingdom",LHR,MAN,51.5,-0.45,53.37,0.1,211.3154330469629
"London, United Kingdom - Manchester, United Kingdom",LHR,MAN,51.5,-0.45,53.37,0.1,211.3154330469629
"Geneva, Switzerland - Lugano, Switzerland",GVA,LUG,46.2,6.11,46.0,8.91,217.08672823662906
"London, United Kingdom - Manchester, United Kingdom",MAN,LHR,53.4,0.1,51.47,-0.45,217.887577980207
"London, United Kingdom - Manchester, United Kingdom",MAN,LHR,53.4,0.1,51.47,-0.45,217.887577980207
"Billund, Denmark - Copenhagen, Denmark",BLL,CPH,55.8,9.15,55.63,12.64,219.4648489237747
"Bogota, Colombia - Medellin, Colombia",MDE,BOG,6.2,-75.43,4.7,-74.14,219.6329132716962
"Milan, Italy - Zurich, Switzerland",MXP,ZRH,45.5,9.18,47.45,8.57,221.87216640981157
"Milan, Italy - Zurich, Switzerland",MXP,ZRH,45.5,9.18,47.45,8.57,221.87216640981157
"Belfast-city, United Kingdom - Edinburgh, United Kingdom",EDI,BHD,56.0,-3.34,54.61,-5.87,222.59892088260725
"Edinburgh, United Kingdom - Isle Of Man, United Kingdom",IOM,EDI,54.1,-4.63,55.96,-3.34,222.62354719894287
"Austin, United States Of America - Houston, United States Of America",AUS,IAH,30.2,-97.67,29.98,-95.34,225.56719877390725
"Milan, Italy - Sao Paulo, Brazil",GRU,MXP,47.5,8.57,45.47,9.18,230.57677296897538
"Milan, Italy - Zurich, Switzerland",ZRH,MXP,47.5,8.57,45.47,9.18,230.57677296897538
"Milan, Italy - Zurich, Switzerland",ZRH,MXP,47.5,8.57,45.47,9.18,230.57677296897538
"East London, South Africa - Port Elizabeth, South Africa",PLZ,ELS,-34.0,25.61,-33.04,27.83,231.9012520285322
"Geneva, Switzerland - Zurich, Switzerland",GVA,ZRH,46.2,6.11,47.45,8.57,233.18363999875902
"Geneva, Switzerland - Zurich, Switzerland",GVA,ZRH,46.2,6.11,47.45,8.57,233.18363999875902
"Geneva, Switzerland - Zurich, Switzerland",GVA,ZRH,46.2,6.11,47.45,8.57,233.18363999875902
"Dar Es Salaam, United Rep. Of Tanzania - Geneva, Switzerland",DAR,GVA,47.5,8.57,46.23,6.11,234.40520428071721
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.40520428071721
"Geneva, Switzerland - Tokyo, Japan",NRT,GVA,47.5,8.57,46.23,6.11,234.40520428071721
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.40520428071721
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.40520428071721
"Geneva, Switzerland - Muscat, Oman",MCT,GVA,47.5,8.57,46.23,6.11,234.40520428071721
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.40520428071721
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.40520428071721
"Canberra, Australia - Sydney, Australia",CBR,SYD,-35.3,149.19,-33.92,151.23,241.72984798412614
"Calgary, Canada - Edmonton, Canada",YYC,YEG,51.1,-114.01,53.31,-113.58,247.5580113115381
"London, United Kingdom - Manchester, United Kingdom",MAN,LGW,53.4,0.1,51.16,-0.16,249.7817780487589
"Newark, United States Of America - Providence, United States Of America",PVD,EWR,41.7,-71.44,40.69,-74.18,255.35179157535046
"Munich, Germany - Zurich, Switzerland",MUC,ZRH,48.3,11.77,47.45,8.57,256.75748582242886
"Munich, Germany - Zurich, Switzerland",MUC,ZRH,48.3,11.77,47.45,8.57,256.75748582242886
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,48.3,11.77,47.45,8.57,256.75748582242886
"Eldoret, Kenya - Nairobi, Kenya",EDL,NBO,0.5,35.28,-1.28,36.81,261.0704993432255
"Guernsey -channel Isl., United Kingdom - Isle Of Man, United Kingdom",IOM,GCI,51.2,-0.16,49.43,-2.6,262.2602760397638
"Guernsey -channel Isl., United Kingdom - London, United Kingdom",LGW,GCI,51.2,-0.16,49.43,-2.6,262.2602760397638
"London, United Kingdom - Vilnius, Lithuania",LGW,VNO,56.9,23.98,54.64,25.28,264.198911580992
"Jersey-channel Islands, United Kingdom - London, United Kingdom",LGW,JER,51.2,-0.16,49.21,-2.19,264.3256626341454
"Jersey-channel Islands, United Kingdom - London, United Kingdom",LGW,JER,51.2,-0.16,49.21,-2.19,264.3256626341454
"Berlin, Germany - Frankfurt, Germany",FRA,BER,50.1,8.56,47.81,9.6,265.79418673284647
"Birmingham, United Kingdom - Isle Of Man, United Kingdom",IOM,BHX,54.1,-4.63,52.45,-1.73,266.2080369609756
"Honolulu - Oahu, United States Of America - Kona - Hawaii, United States Of America",KOA,HNL,19.7,-156.04,21.34,-157.92,267.63151219556056
"Kisumu, Kenya - London, United Kingdom",LHR,KIS,-1.3,36.81,-0.09,34.73,267.6390081029971
"Lisbon, Portugal - Porto, Portugal",LIS,OPO,38.8,-9.13,41.24,-8.67,274.2134738411567
"Nantucket, United States Of America - New York, United States Of America",ACK,JFK,40.5,-77.06,40.64,-73.79,276.7096741802041
"Johannesburg, South Africa - Pietersburg, South Africa",JNB,PTG,-26.1,28.23,-23.86,29.45,277.85860128097715
"Bangalore, India - Madras, India",BLR,MAA,12.8,77.65,13.05,80.23,281.0795849616927
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",BSL,FRA,47.6,7.59,50.05,8.56,281.61170167484
"Manchester, United Kingdom - Southampton, United Kingdom",SOU,MAN,51.0,-1.36,53.37,0.1,281.77562891691645
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56,283.63702117429057
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56,283.63702117429057
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56,283.63702117429057
"Bristol, United Kingdom - Leeds/bradford, United Kingdom",BRS,LBA,51.4,-2.71,53.87,-1.66,283.72492954006293
"Belfast-city, United Kingdom - Leeds/bradford, United Kingdom",BHD,LBA,54.6,-5.87,53.87,-1.66,285.43040276504865
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71.0,286.5929338572781
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71.0,286.5929338572781
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71.0,286.5929338572781
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71.0,286.5929338572781
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71.0,286.5929338572781
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,287.04160220993356
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,287.04160220993356
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,287.04160220993356
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,287.04160220993356
"Gaborone, Botswana - Johannesburg, South Africa",JNB,GBE,-26.1,28.23,-24.56,25.93,287.7561063353654
"Dubai, United Arab Emirates - Gaborone, Botswana",DXB,GBE,-26.1,28.23,-24.56,25.93,287.7561063353654
"Gaborone, Botswana - London, United Kingdom",LHR,GBE,-26.1,28.23,-24.56,25.93,287.7561063353654
"Durban, South Africa - Gaborone, Botswana",DUR,GBE,-26.1,28.23,-24.56,25.93,287.7561063353654
"Dubai, United Arab Emirates - Gaborone, Botswana",DXB,GBE,-26.1,28.23,-24.56,25.93,287.7561063353654
"Gaborone, Botswana - Johannesburg, South Africa",JNB,GBE,-26.1,28.23,-24.56,25.93,287.7561063353654
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,287.87761863588406
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,287.87761863588406
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,287.87761863588406
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,287.87761863588406
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,287.87761863588406
"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71.0,40.64,-73.79,290.2539655009855
"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71.0,40.64,-73.79,290.2539655009855
"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71.0,40.64,-73.79,290.2539655009855
"Basel-Mulhouse-Freiburg, Switzerland - San Francisco, United States Of America",SFO,BSL,50.1,8.56,47.55,7.59,292.3882233741812
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",FRA,BSL,50.1,8.56,47.55,7.59,292.3882233741812
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",FRA,BSL,50.1,8.56,47.55,7.59,292.3882233741812
"Boston, United States Of America - New York, United States Of America",JFK,BOS,40.6,-73.79,42.21,-71.0,293.65393059185016
"Boston, United States Of America - Sao Paulo, Brazil",GRU,BOS,40.6,-73.79,42.21,-71.0,293.65393059185016
"Boston, United States Of America - New York, United States Of America",JFK,BOS,40.6,-73.79,42.21,-71.0,293.65393059185016
"Geneva, Switzerland - Nice, France",NCE,GVA,43.7,7.21,46.23,6.11,294.4175489741355
"Geneva, Switzerland - Nice, France",GVA,NCE,46.2,6.11,43.67,7.21,294.43086465974045
"Geneva, Switzerland - Nice, France",GVA,NCE,46.2,6.11,43.67,7.21,294.43086465974045
"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57,294.75996872362856
"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57,294.75996872362856
"San Francisco, United States Of America - Zurich, Switzerland",SFO,ZRH,50.1,8.56,47.45,8.57,294.75996872362856
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,50.1,8.56,47.45,8.57,294.75996872362856
"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57,294.75996872362856
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,50.1,8.56,47.45,8.57,294.75996872362856
"Oslo, Norway - Stockholm, Sweden",OSL,ARN,59.9,10.75,60.74,15.85,295.92897636046166
"Madrid, Spain - Pamplona, Spain",MAD,PNA,40.5,-3.58,42.77,-1.64,299.5825162731657
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,300.06289342535786
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,300.06289342535786
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,300.06289342535786
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,300.06289342535786
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,300.06289342535786
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,300.0681971341317
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,300.0681971341317
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,300.0681971341317
"Kuala Lumpur, Malaysia - London, United Kingdom",LHR,KUL,1.3,103.98,2.76,101.71,300.0681971341317
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,300.0681971341317
"Jersey-channel Islands, United Kingdom - London, United Kingdom",LCY,JER,51.5,0.05,49.21,-2.19,300.2186736844094
"Brussels, Belgium - Tokyo, Japan",NRT,BRU,50.1,8.56,50.89,4.48,301.72436923324403
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.72436923324403
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.72436923324403
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.72436923324403
"Gaborone, Botswana - Kasane, Botswana",GBE,BBK,-20.0,23.43,-17.83,25.16,302.3087460900003
"Austin, United States Of America - Dallas, United States Of America",AUS,DFW,30.2,-97.67,32.87,-97.04,302.9275923873876
"Lebanon, United States Of America - White Plains, United States Of America",LEB,HPN,43.6,-72.31,41.07,-73.7,303.72193445068433
"Brussels, Belgium - Frankfurt, Germany",BRU,FRA,50.9,4.48,50.05,8.56,303.84939350872895
"Frankfurt, Germany - Munich, Germany",MUC,FRA,48.3,11.77,50.05,8.56,303.8833428557999
"Frankfurt, Germany - Munich, Germany",FRA,MUC,50.1,8.56,48.34,11.77,304.43396376629124
"Frankfurt, Germany - Munich, Germany",FRA,MUC,50.1,8.56,48.34,11.77,304.43396376629124
"London, United Kingdom - Rotterdam, Netherlands",LCY,RTM,51.5,0.05,51.95,4.43,305.8548606888958
"Austin, United States Of America - Dallas, United States Of America",DFW,AUS,32.9,-97.04,30.2,-97.67,306.1977952724568
"Austin, United States Of America - London, United Kingdom",LHR,AUS,32.9,-97.04,30.2,-97.67,306.1977952724568
"Austin, United States Of America - Dallas, United States Of America",DFW,AUS,32.9,-97.04,30.2,-97.67,306.1977952724568
"London, United Kingdom - Rotterdam, Netherlands",RTM,LCY,52.0,4.43,51.5,0.05,306.64886726605334
"Antwerp, Belgium - London, United Kingdom",LCY,ANR,51.5,0.05,51.19,4.45,307.59157928081976
"Naples, Italy - Palermo, Italy",NAP,PMO,40.8,14.25,38.12,13.36,307.732922218672
"Boston, United States Of America - Newark, United States Of America",EWR,BOS,40.7,-74.18,42.21,-71.0,313.79117820819874
"Bilbao, Spain - Madrid, Spain",MAD,BIO,40.5,-3.58,43.31,-2.91,317.43560087875375
"Birmingham, United Kingdom - Dublin, Republic Of Ireland",DUB,BHX,53.3,-6.25,52.45,-1.73,317.7666498910289
"Hong Kong, Hong Kong - Washington Dc, United States Of America",HKG,DCA,40.7,-74.18,38.85,-77.04,319.52972640854506
"Newark, United States Of America - Washington Dc, United States Of America",EWR,DCA,40.7,-74.18,38.85,-77.04,319.52972640854506
"Leeds/bradford, United Kingdom - Southampton, United Kingdom",SOU,LBA,51.0,-1.36,53.87,-1.66,319.8763717916774
"Isle Of Man, United Kingdom - Manchester, United Kingdom",IOM,MAN,54.1,-4.63,53.37,0.1,321.55849574453106
"Abu Dhabi, United Arab Emirates - Doha, Qatar",DOH,AUH,25.3,51.56,24.42,54.64,325.8788387818565
"Madrid, Spain - Santander, Spain",SDR,MAD,43.4,-3.82,40.46,-3.58,327.61777235884944
"Minneapolis, United States Of America - Philadelphia, United States Of America",MSP,PHL,44.9,-93.2,45.05,-89.01,330.0778594276215
"Hilton Head Island, United States Of America - Munich, Germany",MUC,HHH,35.2,-80.95,32.23,-80.7,331.1609621241922
"Curitiba, Brazil - Sao Paulo, Brazil",CGH,CWB,-23.6,-46.66,-25.54,-49.17,333.19786053622613
"Manchester, United Kingdom - Portland, United States Of America",PDX,MAN,52.3,4.75,53.37,0.1,334.2802312870735
"Amsterdam, Netherlands - London, United Kingdom",AMS,LCY,52.3,4.75,51.5,0.05,334.55363453410246
"Amsterdam, Netherlands - London, United Kingdom",AMS,LCY,52.3,4.75,51.5,0.05,334.55363453410246
"Amsterdam, Netherlands - London, United Kingdom",LCY,AMS,51.5,0.05,52.31,4.75,334.8162424668016
"Amsterdam, Netherlands - London, United Kingdom",LCY,AMS,51.5,0.05,52.31,4.75,334.8162424668016
"Amsterdam, Netherlands - Hanover, Germany",AMS,HAJ,52.3,4.75,52.46,9.7,336.49535936035835
"Newark, United States Of America - Washington Dc, United States Of America",IAD,EWR,39.0,-77.45,40.69,-74.18,336.5931434605738
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",GRU,GIG,-23.4,-46.48,-22.81,-43.24,337.9021365396214
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",GRU,GIG,-23.4,-46.48,-22.81,-43.24,337.9021365396214
"New York, United States Of America - Washington Dc, United States Of America",DCA,JFK,38.9,-77.04,40.64,-73.79,338.57555141182576
"Bremen, Germany - Frankfurt, Germany",BRE,FRA,53.1,8.78,50.05,8.56,339.59123860275037
"Dusseldorf, Germany - Hamburg, Germany",DUS,HAM,51.3,6.78,53.64,10.01,339.99398630194037
"New York, United States Of America - Washington Dc, United States Of America",DCA,LGA,38.9,-77.04,40.77,-73.88,340.7115075378576
"Munich, Germany - Vienna, Austria",MUC,VIE,48.3,11.77,48.2,16.37,340.83356721150676
"New York, United States Of America - Washington Dc, United States Of America",LGA,DCA,40.8,-73.88,38.85,-77.04,346.2437142989378
"Birmingham, United Kingdom - Guernsey -channel Isl., United Kingdom",BHX,GCI,52.5,-1.73,49.43,-2.6,346.86439821102897
"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,347.4065453835225
"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,347.4065453835225
"London, United Kingdom - Salt Lake City, United States Of America",SLC,LHR,49.0,2.54,51.47,-0.45,347.4065453835225
"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,347.4065453835225
"London, United Kingdom - Santiago, Chile",SCL,LHR,49.0,2.54,51.47,-0.45,347.4065453835225
"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,347.4065453835225
"London, United Kingdom - Mauritius, Mauritius",MRU,LHR,49.0,2.54,51.47,-0.45,347.4065453835225
"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,347.4065453835225
"London, United Kingdom - Paris, France",LHR,CDG,51.5,-0.45,49.01,2.54,349.11321297416606
"Brussels, Belgium - London, United Kingdom",BRU,LHR,50.9,4.48,51.47,-0.45,349.4455376994186
"Cape Town, South Africa - George, South Africa",CPT,GRJ,-34.0,18.59,-34.0,22.38,349.47003464081075
"Dubai, United Arab Emirates - Dubai, United Arab Emirates",DXB,DXB,23.6,58.29,25.25,55.35,349.74867067918257
"Dubai, United Arab Emirates - Muscat, Oman",MCT,DXB,23.6,58.29,25.25,55.35,349.74867067918257
"Dublin, Republic Of Ireland - Edinburgh, United Kingdom",EDI,DUB,56.0,-3.34,53.34,-6.25,350.0382696446708
"Brussels, Belgium - London, United Kingdom",LHR,BRU,51.5,-0.45,50.89,4.48,350.205785117905
"Brussels, Belgium - London, United Kingdom",LHR,BRU,51.5,-0.45,50.89,4.48,350.205785117905
"Ankara-esenboga, Turkey - Istanbul, Turkey",IST,ESB,41.0,28.99,40.11,32.99,352.20051100601376
"Ankara-esenboga, Turkey - Dubai, United Arab Emirates",DXB,ESB,41.0,28.99,40.11,32.99,352.20051100601376
"Ankara-esenboga, Turkey - Hong Kong, Hong Kong",HKG,ESB,41.0,28.99,40.11,32.99,352.20051100601376
"London, United Kingdom - Paris, France",ORY,LCY,48.7,2.37,51.5,0.05,352.6550426480439
"London, United Kingdom - Paris, France",ORY,LCY,48.7,2.37,51.5,0.05,352.6550426480439
"Amsterdam, Netherlands - London, United Kingdom",LTN,AMS,51.9,-0.37,52.31,4.75,352.67820170743795
"Dubai, United Arab Emirates - Muscat, Oman",DXB,MCT,25.3,55.35,23.59,58.29,353.25554996102187
"Alicante, Spain - Madrid, Spain",ALC,MAD,38.3,-0.56,40.46,-3.58,353.70758822767215
"Ankara-esenboga, Turkey - Istanbul, Turkey",ESB,IST,40.1,32.99,41.04,28.99,353.73038783999965
"Dallas, United States Of America - Houston, United States Of America",IAH,DFW,30.0,-95.34,32.87,-97.04,357.6668011193436
"Milan, Italy - Trieste, Italy",LIN,TRS,45.5,9.18,45.65,13.77,357.7088429740914
"Belfast-city, United Kingdom - East Midlands, United Kingdom",BHD,EMA,54.6,-5.87,52.83,-1.33,357.7638595744217
"Milan, Italy - Trieste, Italy",TRS,LIN,45.7,13.77,45.47,9.18,358.1701240481397
"Madrid, Spain - San Sebastian, Spain",EAS,MAD,43.4,-1.79,40.46,-3.58,358.97448154837343
"Ottawa, Canada - Toronto, Canada",YYZ,YOW,43.7,-79.61,45.32,-75.67,360.68961077072123
"Ottawa, Canada - Toronto, Canada",YOW,YYZ,45.3,-75.67,43.68,-79.61,360.7825325343388
"Amsterdam, Netherlands - London, United Kingdom",AMS,LGW,52.3,4.75,51.16,-0.16,361.15638027737765
"Amsterdam, Netherlands - Tokyo, Japan",NRT,AMS,50.1,8.56,52.31,4.75,361.74656056827547
"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,361.74656056827547
"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,361.74656056827547
"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,361.74656056827547
"Dubai, United Arab Emirates - Washington Dc, United States Of America",DXB,IAD,40.6,-73.79,38.96,-77.45,362.10931296028724
"Dallas, United States Of America - Houston, United States Of America",DFW,IAH,32.9,-97.04,29.98,-95.34,362.6349023487715
"New York, United States Of America - Washington Dc, United States Of America",IAD,LGA,39.0,-77.45,40.77,-73.88,362.7227137840164
"Birmingham, United Kingdom - Jersey-channel Islands, United Kingdom",JER,BHX,49.2,-2.19,52.45,-1.73,362.9368319339573
"Cologne, Germany - Hamburg, Germany",CGN,HAM,50.9,7.11,53.64,10.01,363.04029446104164
"Belfast-city, United Kingdom - Birmingham, United Kingdom",BHD,BHX,54.6,-5.87,52.45,-1.73,363.38747602465924
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.8067889289974
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.8067889289974
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.8067889289974
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.8067889289974
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.9079553261552
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.9079553261552
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.9079553261552
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.9079553261552
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.9079553261552
"Sao Paulo, Brazil - Sao Paulo, Brazil",CGH,CGH,-22.9,-43.17,-23.63,-46.66,365.7421950045464
"Edinburgh, United Kingdom - Manchester, United Kingdom",EDI,MAN,56.0,-3.34,53.37,0.1,366.64794257082735
"New York, United States Of America - Washington Dc, United States Of America",LGA,IAD,40.8,-73.88,38.96,-77.45,367.02301219207305
"London, United Kingdom - Paris, France",LHR,ORY,51.5,-0.45,48.73,2.37,367.8860892358243
"London, United Kingdom - Paris, France",ORY,LHR,48.7,2.37,51.47,-0.45,367.95501639275955
